Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
SF3B1_ZFP36L1	BLCA	WOSecondM	6	107	11	201
SF3B1_HRAS	BLCA	WithSecondM	1	4	2	11
SF3B1_HRAS	BLCA	WOSecondM	6	111	11	207
SF3B1_RHOB	BLCA	WithSecondM	1	10	2	11
SF3B1_RHOB	BLCA	WOSecondM	6	105	11	207
SF3B1_RHOA	BLCA	WithSecondM	1	9	2	9
SF3B1_RHOA	BLCA	WOSecondM	6	106	11	209
SF3B1_EP300	BLCA	WithSecondM	1	19	4	24
SF3B1_EP300	BLCA	WOSecondM	6	96	9	194
SF3B1_FGFR3	BLCA	WithSecondM	1	12	2	38
SF3B1_FGFR3	BLCA	WOSecondM	6	103	11	180
SF3B1_KRAS	BLCA	WithSecondM	1	3	3	12
SF3B1_KRAS	BLCA	WOSecondM	6	112	10	206
SF3B1_PSIP1	BLCA	WithSecondM	2	7	1	8
SF3B1_PSIP1	BLCA	WOSecondM	5	108	12	210
SF3B1_ERBB2	BLCA	WithSecondM	2	12	2	27
SF3B1_ERBB2	BLCA	WOSecondM	5	103	11	191
SF3B1_ARID1A	BLCA	WithSecondM	2	28	6	53
SF3B1_ARID1A	BLCA	WOSecondM	5	87	7	165
SF3B1_FOXA1	BLCA	WithSecondM	1	3	1	7
